target name,accession,tlen,query name,accession,qlen,E-value,score,bias,#,of,c-Evalue,i-Evalue,score,bias,hmm from,hmm to,ali from,ali to,env from,env to,acc,description of target
Kringle,PF00051.22,79,A0A6P7TNI8,-,1063,2.10E-61,204.4,38.9,1,3,4.90E-21,6.80E-18,65,6.4,8,79,2,72,1,72,0.93,Kringle domain
Kringle,PF00051.22,79,A0A6P7TNI8,-,1063,2.10E-61,204.4,38.9,2,3,2.00E-25,2.80E-22,79,7.5,1,79,345,422,345,422,0.92,Kringle domain
Kringle,PF00051.22,79,A0A6P7TNI8,-,1063,2.10E-61,204.4,38.9,3,3,3.30E-23,4.60E-20,71.9,9,1,79,439,517,439,517,0.96,Kringle domain
Pkinase,PF00069.29,263,A0A6P7TNI8,-,1063,5.80E-46,157.2,0,1,1,6.70E-49,9.30E-46,156.5,0,3,258,597,863,595,865,0.86,Protein kinase domain
I-set,PF07679.20,90,A0A6P7TNI8,-,1063,3.00E-19,69.1,0,1,1,4.10E-22,5.70E-19,68.2,0,3,90,78,165,76,165,0.96,Immunoglobulin I-set domain
Ig_3,PF13927.10,78,A0A6P7TNI8,-,1063,7.90E-15,55.3,0,1,1,1.90E-17,2.70E-14,53.6,0,8,78,82,152,77,152,0.87,Immunoglobulin domain
ig,PF00047.29,86,A0A6P7TNI8,-,1063,3.60E-10,40.1,0,1,1,7.10E-13,9.80E-10,38.7,0,4,82,83,159,80,163,0.94,Immunoglobulin domain
Ig_2,PF13895.10,79,A0A6P7TNI8,-,1063,9.80E-10,38.7,0,1,1,2.40E-12,3.40E-09,37,0,10,69,86,156,78,165,0.77,Immunoglobulin domain
Fz,PF01392.26,110,A0A6P7TNI8,-,1063,1.80E-08,35.1,2.2,1,1,5.70E-11,7.80E-08,33,2.2,1,106,204,318,204,322,0.69,Fz domain
V-set,PF07686.21,109,A0A6P7TNI8,-,1063,0.00089,19.6,0.1,1,1,7.70E-06,0.011,16.2,0.1,47,108,107,165,80,166,0.83,Immunoglobulin V-set domain
Haspin_kinase,PF12330.12,364,A0A6P7TNI8,-,1063,0.0042,16.4,0,1,1,3.00E-06,0.0042,16.4,0,207,256,712,760,592,771,0.8,Haspin like kinase domain
ABC1,PF03109.20,244,A0A6P7TNI8,-,1063,0.011,15.1,0.1,1,2,0.065,90,2.3,0,40,75,603,644,596,659,0.74,ABC1 atypical kinase-like domain
ABC1,PF03109.20,244,A0A6P7TNI8,-,1063,0.011,15.1,0.1,2,2,0.00022,0.3,10.4,0.1,179,219,722,762,707,773,0.86,ABC1 atypical kinase-like domain
Mid2,PF04478.16,150,A0A6P7TNI8,-,1063,0.024,14.6,0.1,1,1,6.50E-05,0.09,12.7,0.1,27,76,504,556,495,564,0.77,Mid2 like cell wall stress sensor
fn2,PF00040.23,42,A0A6P7TNI8,-,1063,0.048,13.9,5.8,1,3,0.0041,5.6,7.2,0.1,13,32,41,60,38,65,0.85,Fibronectin type II domain
fn2,PF00040.23,42,A0A6P7TNI8,-,1063,0.048,13.9,5.8,2,3,0.052,73,3.7,0.2,12,29,390,407,388,416,0.85,Fibronectin type II domain
fn2,PF00040.23,42,A0A6P7TNI8,-,1063,0.048,13.9,5.8,3,3,0.063,87,3.4,0.1,13,32,486,505,483,510,0.83,Fibronectin type II domain
Kinase-like,PF14531.10,289,A0A6P7TNI8,-,1063,0.18,11.2,0,1,1,0.00022,0.3,10.5,0,147,261,712,823,696,844,0.69,Kinase-like
TMEM154,PF15102.10,153,A0A6P7TNI8,-,1063,0.46,10.5,0,1,1,0.00033,0.46,10.5,0,35,109,502,574,496,583,0.71,TMEM154 protein family
zf-C4,PF00105.22,70,A0A6P7TPE8,-,441,9.90E-23,80.6,14.3,1,1,5.50E-26,2.30E-22,79.4,14.3,2,70,41,109,40,109,0.98,"Zinc finger, C4 type (two domains)"
Hormone_recep,PF00104.34,213,A0A6P7TPE8,-,441,0.00072,19.3,2.9,1,2,0.49,2.00E+03,-1.8,0.1,84,112,145,174,121,188,0.7,Ligand-binding domain of nuclear hormone receptor
Hormone_recep,PF00104.34,213,A0A6P7TPE8,-,441,0.00072,19.3,2.9,2,2,1.70E-07,0.00072,19.3,2.9,17,199,249,414,244,423,0.71,Ligand-binding domain of nuclear hormone receptor
UFC1,PF08694.15,155,A0A6P7TPE8,-,441,0.074,12.9,0.3,1,2,2.2,9.30E+03,-3.7,0,30,59,184,214,181,227,0.7,Ubiquitin-fold modifier-conjugating enzyme 1
UFC1,PF08694.15,155,A0A6P7TPE8,-,441,0.074,12.9,0.3,2,2,4.30E-05,0.18,11.7,0.2,66,121,373,428,357,431,0.91,Ubiquitin-fold modifier-conjugating enzyme 1
CBM_19,PF03427.17,61,A0A6P7TPE8,-,441,0.17,12.1,1.1,1,1,9.40E-05,0.39,10.9,1.1,15,37,139,161,132,164,0.88,Carbohydrate binding domain (family 19)
zinc_ribbon_4,PF13717.10,36,A0A6P7TPE8,-,441,0.41,10.8,4.4,1,2,0.0053,22,5.3,0.4,20,34,34,48,33,48,0.9,zinc-ribbon domain
zinc_ribbon_4,PF13717.10,36,A0A6P7TPE8,-,441,0.41,10.8,4.4,2,2,0.0036,15,5.8,0.3,3,13,57,67,56,70,0.88,zinc-ribbon domain
Ras,PF00071.26,162,A0A6P7TPF9,-,232,2.40E-19,69.7,0,1,1,6.00E-21,4.70E-18,65.5,0,2,158,9,201,8,204,0.82,Ras family
Roc,PF08477.17,119,A0A6P7TPF9,-,232,1.30E-18,67.6,0,1,2,2.50E-20,1.90E-17,63.8,0,1,107,8,114,8,126,0.87,"Ras of Complex, Roc, domain of DAPkinase"
Roc,PF08477.17,119,A0A6P7TPF9,-,232,1.30E-18,67.6,0,2,2,0.47,3.60E+02,1.6,0,106,119,134,147,127,147,0.78,"Ras of Complex, Roc, domain of DAPkinase"
Arf,PF00025.25,174,A0A6P7TPF9,-,232,6.10E-08,32.5,0.1,1,1,5.60E-10,4.30E-07,29.8,0.1,14,114,6,116,2,175,0.83,ADP-ribosylation factor family
ABC_tran,PF00005.31,137,A0A6P7TPF9,-,232,0.00023,22,0.2,1,2,0.00058,0.44,11.4,0.2,14,35,9,30,5,119,0.9,ABC transporter
ABC_tran,PF00005.31,137,A0A6P7TPF9,-,232,0.00023,22,0.2,2,2,0.0026,2,9.3,0,67,116,154,223,80,224,0.87,ABC transporter
AAA_16,PF13191.10,167,A0A6P7TPF9,-,232,0.0011,19.8,0.1,1,1,1.90E-06,0.0015,19.3,0.1,27,51,9,33,3,112,0.85,AAA ATPase domain
RsgA_GTPase,PF03193.20,174,A0A6P7TPF9,-,232,0.0024,17.9,0,1,2,6.90E-05,0.053,13.5,0,107,129,7,29,1,37,0.79,RsgA GTPase
RsgA_GTPase,PF03193.20,174,A0A6P7TPF9,-,232,0.0024,17.9,0,2,2,0.29,2.30E+02,1.7,0,52,86,135,171,131,184,0.7,RsgA GTPase
MMR_HSR1,PF01926.27,113,A0A6P7TPF9,-,232,0.0031,17.8,0,1,1,6.60E-06,0.005,17.1,0,1,102,8,108,8,119,0.64,50S ribosome-binding GTPase
IIGP,PF05049.17,375,A0A6P7TPF9,-,232,0.0057,16,0,1,1,1.40E-05,0.011,15.1,0,35,106,6,78,2,84,0.74,Interferon-inducible GTPase (IIGP)
AAA_22,PF13401.10,130,A0A6P7TPF9,-,232,0.0085,16.6,0.1,1,1,2.70E-05,0.021,15.3,0.1,8,45,9,54,6,121,0.6,AAA domain
NACHT,PF05729.16,167,A0A6P7TPF9,-,232,0.0091,16,0,1,2,4.80E-05,0.037,14.1,0,3,27,9,33,7,41,0.87,NACHT domain
NACHT,PF05729.16,167,A0A6P7TPF9,-,232,0.0091,16,0,2,2,1.8,1.40E+03,-0.8,0,100,116,96,112,61,119,0.69,NACHT domain
Gtr1_RagA,PF04670.16,232,A0A6P7TPF9,-,232,0.012,15.3,0,1,1,2.30E-05,0.018,14.7,0,1,97,8,104,8,119,0.72,Gtr1/RagA G protein conserved region
nSTAND3,PF20720.1,155,A0A6P7TPF9,-,232,0.019,14.8,0,1,1,3.60E-05,0.028,14.3,0,20,44,9,33,3,112,0.82,Novel STAND NTPase 3
AAA_18,PF13238.10,128,A0A6P7TPF9,-,232,0.028,15.2,0,1,1,6.80E-05,0.052,14.3,0,1,18,9,26,9,79,0.8,AAA domain
AAA_29,PF13555.10,61,A0A6P7TPF9,-,232,0.032,14.2,0,1,1,9.60E-05,0.074,13,0,24,39,8,23,2,36,0.77,P-loop containing region of AAA domain
TsaE,PF02367.21,128,A0A6P7TPF9,-,232,0.043,14,0,1,1,7.50E-05,0.058,13.6,0,23,58,8,39,1,90,0.8,Threonylcarbamoyl adenosine biosynthesis protein TsaE
PduV-EutP,PF10662.13,143,A0A6P7TPF9,-,232,0.046,13.7,0,1,3,0.00089,0.69,9.9,0,3,22,8,27,6,43,0.88,Ethanolamine utilisation - propanediol utilisation
PduV-EutP,PF10662.13,143,A0A6P7TPF9,-,232,0.046,13.7,0,2,3,1.6,1.30E+03,-0.7,0,87,116,79,107,73,113,0.79,Ethanolamine utilisation - propanediol utilisation
PduV-EutP,PF10662.13,143,A0A6P7TPF9,-,232,0.046,13.7,0,3,3,1.5,1.10E+03,-0.5,0,93,105,140,152,122,175,0.6,Ethanolamine utilisation - propanediol utilisation
AAA_24,PF13479.10,195,A0A6P7TPF9,-,232,0.046,13.7,0,1,1,0.00012,0.093,12.7,0,2,22,6,26,5,39,0.82,AAA domain
Sigma54_activat,PF00158.30,168,A0A6P7TPF9,-,232,0.047,13.6,0,1,1,0.00014,0.1,12.4,0,21,58,5,41,1,48,0.74,Sigma-54 interaction domain
KAP_NTPase,PF07693.18,293,A0A6P7TPF9,-,232,0.048,13.1,0,1,3,0.00069,0.53,9.7,0,19,50,5,36,1,81,0.83,KAP family P-loop domain
KAP_NTPase,PF07693.18,293,A0A6P7TPF9,-,232,0.048,13.1,0,2,3,1.4,1.10E+03,-1.2,0,216,255,81,120,65,160,0.72,KAP family P-loop domain
KAP_NTPase,PF07693.18,293,A0A6P7TPF9,-,232,0.048,13.1,0,3,3,0.66,5.10E+02,-0.1,0,209,224,190,205,177,211,0.82,KAP family P-loop domain
AAA_5,PF07728.18,139,A0A6P7TPF9,-,232,0.063,13.5,0,1,1,0.00015,0.12,12.6,0,2,31,9,39,8,63,0.81,AAA domain (dynein-related subfamily)
Septin,PF00735.22,280,A0A6P7TPF9,-,232,0.075,12.5,0,1,1,0.00018,0.14,11.6,0,5,32,7,34,5,60,0.84,Septin
SRPRB,PF09439.14,178,A0A6P7TPF9,-,232,0.088,12.4,0,1,1,0.00026,0.2,11.2,0,4,102,7,112,5,122,0.65,Signal recognition particle receptor beta subunit
AAA,PF00004.33,131,A0A6P7TPF9,-,232,0.1,13.2,0,1,1,0.00021,0.16,12.6,0,1,29,9,39,9,162,0.73,ATPase family associated with various cellular activities (AAA)
AAA_7,PF12775.11,181,A0A6P7TPF9,-,232,0.1,12.3,0,1,1,0.0003,0.23,11.2,0,33,58,6,31,2,49,0.78,P-loop containing dynein motor region
NTPase_1,PF03266.19,168,A0A6P7TPF9,-,232,0.12,12.5,0,1,1,0.00028,0.21,11.6,0,1,20,8,27,8,43,0.87,NTPase
AAA_25,PF13481.10,194,A0A6P7TPF9,-,232,0.13,12.1,0,1,1,0.00034,0.26,11.1,0,34,63,7,36,3,55,0.86,AAA domain
nSTAND1,PF20703.1,380,A0A6P7TPF9,-,232,0.17,11.7,0.1,1,1,0.00035,0.27,11,0.1,36,51,9,24,1,26,0.84,Novel STAND NTPase 1
Spectrin,PF00435.25,105,A0A6P7TQ51,-,2445,0,1476.9,238.8,1,23,0.053,62,4.4,0,74,105,14,45,9,45,0.94,Spectrin repeat
Spectrin,PF00435.25,105,A0A6P7TQ51,-,2445,0,1476.9,238.8,2,23,1.60E-24,1.80E-21,76.8,6,2,105,48,150,47,150,0.97,Spectrin repeat
Spectrin,PF00435.25,105,A0A6P7TQ51,-,2445,0,1476.9,238.8,3,23,8.10E-26,9.40E-23,80.9,3.3,2,103,153,260,152,261,0.95,Spectrin repeat
Spectrin,PF00435.25,105,A0A6P7TQ51,-,2445,0,1476.9,238.8,4,23,1.50E-29,1.70E-26,92.9,8.9,1,104,264,367,264,368,0.98,Spectrin repeat
Spectrin,PF00435.25,105,A0A6P7TQ51,-,2445,0,1476.9,238.8,5,23,2.60E-23,3.00E-20,72.9,0.8,1,101,370,470,370,474,0.97,Spectrin repeat
Spectrin,PF00435.25,105,A0A6P7TQ51,-,2445,0,1476.9,238.8,6,23,1.70E-27,2.00E-24,86.3,8,2,104,477,579,476,580,0.98,Spectrin repeat
Spectrin,PF00435.25,105,A0A6P7TQ51,-,2445,0,1476.9,238.8,7,23,2.40E-27,2.70E-24,85.8,6.8,2,105,583,685,582,685,0.98,Spectrin repeat
Spectrin,PF00435.25,105,A0A6P7TQ51,-,2445,0,1476.9,238.8,8,23,1.30E-30,1.50E-27,96.3,0.6,2,104,688,790,687,791,0.98,Spectrin repeat
Spectrin,PF00435.25,105,A0A6P7TQ51,-,2445,0,1476.9,238.8,9,23,1.60E-32,1.80E-29,102.5,3.3,2,104,794,896,793,897,0.98,Spectrin repeat
Spectrin,PF00435.25,105,A0A6P7TQ51,-,2445,0,1476.9,238.8,10,23,8.90E-19,1.00E-15,58.3,0.5,2,72,900,970,899,982,0.91,Spectrin repeat
Spectrin,PF00435.25,105,A0A6P7TQ51,-,2445,0,1476.9,238.8,11,23,0.0044,5.1,7.8,0.1,77,105,1049,1077,1036,1077,0.91,Spectrin repeat
Spectrin,PF00435.25,105,A0A6P7TQ51,-,2445,0,1476.9,238.8,12,23,3.30E-23,3.80E-20,72.5,9.9,4,103,1082,1182,1080,1183,0.95,Spectrin repeat
Spectrin,PF00435.25,105,A0A6P7TQ51,-,2445,0,1476.9,238.8,13,23,1.80E-26,2.00E-23,83,4.7,1,104,1186,1289,1186,1290,0.98,Spectrin repeat
Spectrin,PF00435.25,105,A0A6P7TQ51,-,2445,0,1476.9,238.8,14,23,1.30E-12,1.50E-09,38.5,0,1,53,1292,1344,1292,1347,0.96,Spectrin repeat
Spectrin,PF00435.25,105,A0A6P7TQ51,-,2445,0,1476.9,238.8,15,23,4.60E-11,5.30E-08,33.5,3.6,44,104,1357,1417,1354,1418,0.96,Spectrin repeat
Spectrin,PF00435.25,105,A0A6P7TQ51,-,2445,0,1476.9,238.8,16,23,4.60E-25,5.30E-22,78.5,4.6,2,105,1421,1522,1420,1522,0.96,Spectrin repeat
Spectrin,PF00435.25,105,A0A6P7TQ51,-,2445,0,1476.9,238.8,17,23,3.80E-24,4.40E-21,75.5,8.9,2,105,1525,1629,1524,1629,0.96,Spectrin repeat
Spectrin,PF00435.25,105,A0A6P7TQ51,-,2445,0,1476.9,238.8,18,23,3.40E-28,3.90E-25,88.5,4.3,2,105,1632,1735,1631,1735,0.98,Spectrin repeat
Spectrin,PF00435.25,105,A0A6P7TQ51,-,2445,0,1476.9,238.8,19,23,4.90E-29,5.70E-26,91.3,3.4,3,105,1739,1841,1737,1841,0.98,Spectrin repeat
Spectrin,PF00435.25,105,A0A6P7TQ51,-,2445,0,1476.9,238.8,20,23,2.20E-24,2.60E-21,76.3,1.3,2,103,1844,1945,1843,1947,0.97,Spectrin repeat
Spectrin,PF00435.25,105,A0A6P7TQ51,-,2445,0,1476.9,238.8,21,23,2.10E-26,2.40E-23,82.8,2,3,104,1951,2053,1949,2054,0.98,Spectrin repeat
Spectrin,PF00435.25,105,A0A6P7TQ51,-,2445,0,1476.9,238.8,22,23,1.30E-19,1.50E-16,60.9,0.3,3,104,2066,2167,2064,2168,0.97,Spectrin repeat
Spectrin,PF00435.25,105,A0A6P7TQ51,-,2445,0,1476.9,238.8,23,23,2.30E-15,2.70E-12,47.3,6.8,3,105,2180,2283,2178,2283,0.96,Spectrin repeat
EFhand_Ca_insen,PF08726.14,69,A0A6P7TQ51,-,2445,8.90E-25,86.8,1.3,1,2,1.3,1.50E+03,-0.4,0.1,20,61,943,988,932,991,0.72,Ca2+ insensitive EF hand
EFhand_Ca_insen,PF08726.14,69,A0A6P7TQ51,-,2445,8.90E-25,86.8,1.3,2,2,7.20E-27,8.40E-24,83.6,0.2,1,68,2375,2443,2375,2444,0.98,Ca2+ insensitive EF hand
SH3_1,PF00018.32,48,A0A6P7TQ51,-,2445,4.80E-15,55.1,0,1,1,1.10E-17,1.30E-14,53.7,0,2,48,983,1027,982,1027,0.97,SH3 domain
EF-hand_1,PF00036.36,29,A0A6P7TQ51,-,2445,4.00E-14,51.2,0.5,1,2,1.50E-10,1.70E-07,30.5,0.2,1,29,2300,2328,2300,2328,0.93,EF hand
EF-hand_1,PF00036.36,29,A0A6P7TQ51,-,2445,4.00E-14,51.2,0.5,2,2,2.00E-06,0.0023,17.6,0,1,27,2343,2369,2343,2371,0.94,EF hand
EF-hand_7,PF13499.10,67,A0A6P7TQ51,-,2445,3.80E-11,43.4,0.4,1,3,8.1,9.40E+03,-2.7,0.4,19,51,1095,1123,1093,1138,0.59,EF-hand domain pair
EF-hand_7,PF13499.10,67,A0A6P7TQ51,-,2445,3.80E-11,43.4,0.4,2,3,7,8.10E+03,-2.5,0,10,30,1280,1300,1272,1322,0.82,EF-hand domain pair
EF-hand_7,PF13499.10,67,A0A6P7TQ51,-,2445,3.80E-11,43.4,0.4,3,3,3.20E-14,3.80E-11,43.4,0.4,6,66,2303,2368,2300,2369,0.85,EF-hand domain pair
EF-hand_6,PF13405.10,30,A0A6P7TQ51,-,2445,5.30E-11,41.4,0.7,1,4,1.5,1.70E+03,-0.5,0,7,27,1279,1299,1274,1302,0.84,EF-hand domain
EF-hand_6,PF13405.10,30,A0A6P7TQ51,-,2445,5.30E-11,41.4,0.7,2,4,2.00E-09,2.30E-06,27,0.3,2,30,2301,2329,2300,2329,0.93,EF-hand domain
EF-hand_6,PF13405.10,30,A0A6P7TQ51,-,2445,5.30E-11,41.4,0.7,3,4,0.0049,5.7,7.2,0,1,26,2343,2368,2343,2371,0.89,EF-hand domain
EF-hand_6,PF13405.10,30,A0A6P7TQ51,-,2445,5.30E-11,41.4,0.7,4,4,0.96,1.10E+03,0.1,0,2,26,2382,2406,2381,2409,0.84,EF-hand domain
SH3_9,PF14604.10,49,A0A6P7TQ51,-,2445,9.20E-11,41.6,0,1,1,1.70E-13,2.00E-10,40.6,0,1,49,983,1031,983,1031,0.99,Variant SH3 domain
EF-hand_8,PF13833.10,54,A0A6P7TQ51,-,2445,1.70E-08,34.2,0.4,1,3,3.5,4.10E+03,-2.2,0,17,37,860,880,858,882,0.87,EF-hand domain pair
EF-hand_8,PF13833.10,54,A0A6P7TQ51,-,2445,1.70E-08,34.2,0.4,2,3,2.00E-07,0.00023,21,0.1,26,52,2300,2326,2297,2328,0.93,EF-hand domain pair
EF-hand_8,PF13833.10,54,A0A6P7TQ51,-,2445,1.70E-08,34.2,0.4,3,3,0.00076,0.88,9.6,0,25,51,2342,2368,2333,2371,0.9,EF-hand domain pair
SH3_2,PF07653.21,55,A0A6P7TQ51,-,2445,7.10E-08,32.2,0,1,1,1.70E-10,1.90E-07,30.8,0,4,54,983,1032,980,1033,0.92,Variant SH3 domain
EF-hand_5,PF13202.10,25,A0A6P7TQ51,-,2445,1.90E-07,30.4,0.1,1,2,7.60E-06,0.0087,15.7,0.1,5,24,2305,2324,2303,2325,0.92,EF hand
EF-hand_5,PF13202.10,25,A0A6P7TQ51,-,2445,1.90E-07,30.4,0.1,2,2,0.00017,0.2,11.4,0,2,25,2345,2368,2344,2368,0.91,EF hand
LPD11,PF18824.5,69,A0A6P7TQ51,-,2445,0.0014,18.9,11.9,1,5,0.78,9.00E+02,0.2,0,26,48,115,137,108,146,0.86,Large polyvalent protein-associated domain 11
LPD11,PF18824.5,69,A0A6P7TQ51,-,2445,0.0014,18.9,11.9,2,5,0.1,1.20E+02,3.1,0.1,25,50,649,674,644,689,0.86,Large polyvalent protein-associated domain 11
LPD11,PF18824.5,69,A0A6P7TQ51,-,2445,0.0014,18.9,11.9,3,5,0.0057,6.6,7.1,0.1,19,50,855,886,847,891,0.88,Large polyvalent protein-associated domain 11
LPD11,PF18824.5,69,A0A6P7TQ51,-,2445,0.0014,18.9,11.9,4,5,0.031,36,4.7,0,35,66,1111,1142,1106,1145,0.84,Large polyvalent protein-associated domain 11
LPD11,PF18824.5,69,A0A6P7TQ51,-,2445,0.0014,18.9,11.9,5,5,0.038,43,4.5,0.1,31,50,1154,1173,1150,1195,0.74,Large polyvalent protein-associated domain 11
SH3_10,PF17902.5,65,A0A6P7TQ51,-,2445,0.011,16,0,1,1,3.20E-05,0.036,14.3,0,14,57,980,1025,977,1030,0.84,SH3 domain
SH3_3,PF08239.15,54,A0A6P7TQ51,-,2445,0.054,13.9,0.1,1,1,0.00011,0.13,12.7,0.1,17,54,995,1031,988,1031,0.88,Bacterial SH3 domain
SCO1-SenC,PF02630.18,134,A0A6P7TQ51,-,2445,0.078,13.2,0.1,1,1,0.00039,0.45,10.7,0.1,56,102,2342,2388,2330,2400,0.84,SCO1/SenC
Erythro-docking,PF09277.15,58,A0A6P7TQ51,-,2445,0.4,10.8,5.1,1,4,0.13,1.50E+02,2.6,0.1,24,43,546,565,533,576,0.81,"Erythronolide synthase, docking"
Erythro-docking,PF09277.15,58,A0A6P7TQ51,-,2445,0.4,10.8,5.1,2,4,2.8,3.20E+03,-1.7,0,3,24,1388,1407,1387,1412,0.8,"Erythronolide synthase, docking"
Erythro-docking,PF09277.15,58,A0A6P7TQ51,-,2445,0.4,10.8,5.1,3,4,0.012,14,5.8,0.1,28,52,1599,1623,1577,1626,0.81,"Erythronolide synthase, docking"
Erythro-docking,PF09277.15,58,A0A6P7TQ51,-,2445,0.4,10.8,5.1,4,4,1.8,2.10E+03,-1.1,0,29,43,1812,1826,1805,1837,0.78,"Erythronolide synthase, docking"
zf-MIZ,PF02891.24,50,A0A6P7TQ51,-,2445,1.5,8.8,5.1,1,2,0.013,16,5.6,0.4,25,43,474,492,471,493,0.94,MIZ/SP-RING zinc finger
zf-MIZ,PF02891.24,50,A0A6P7TQ51,-,2445,1.5,8.8,5.1,2,2,0.035,40,4.3,0.5,25,43,1418,1436,1414,1438,0.95,MIZ/SP-RING zinc finger
GvpG,PF05120.16,80,A0A6P7TQ51,-,2445,2.2,8.7,22.1,1,4,0.0013,1.5,9.2,0.2,14,38,62,86,60,93,0.9,Gas vesicle protein G
GvpG,PF05120.16,80,A0A6P7TQ51,-,2445,2.2,8.7,22.1,2,4,0.019,22,5.4,0.1,13,38,596,621,593,634,0.88,Gas vesicle protein G
GvpG,PF05120.16,80,A0A6P7TQ51,-,2445,2.2,8.7,22.1,3,4,0.78,9.00E+02,0.3,0.4,23,49,1147,1173,1094,1179,0.83,Gas vesicle protein G
GvpG,PF05120.16,80,A0A6P7TQ51,-,2445,2.2,8.7,22.1,4,4,0.079,92,3.4,0.1,14,36,1539,1561,1536,1621,0.87,Gas vesicle protein G
Matrilin_ccoil,PF10393.13,45,A0A6P7TQ51,-,2445,2.9,7.9,12.2,1,6,2.5,2.90E+03,-1.7,0.1,24,45,193,214,191,214,0.88,Trimeric coiled-coil oligomerisation domain of matrilin
Matrilin_ccoil,PF10393.13,45,A0A6P7TQ51,-,2445,2.9,7.9,12.2,2,6,0.0056,6.4,6.8,0.1,23,45,298,320,296,320,0.93,Trimeric coiled-coil oligomerisation domain of matrilin
Matrilin_ccoil,PF10393.13,45,A0A6P7TQ51,-,2445,2.9,7.9,12.2,3,6,1,1.20E+03,-0.5,0,23,45,510,532,508,532,0.91,Trimeric coiled-coil oligomerisation domain of matrilin
Matrilin_ccoil,PF10393.13,45,A0A6P7TQ51,-,2445,2.9,7.9,12.2,4,6,0.072,83,3.2,0,22,43,1219,1240,1218,1242,0.87,Trimeric coiled-coil oligomerisation domain of matrilin
Matrilin_ccoil,PF10393.13,45,A0A6P7TQ51,-,2445,2.9,7.9,12.2,5,6,2.7,3.10E+03,-1.8,0.1,17,42,1384,1406,1380,1407,0.8,Trimeric coiled-coil oligomerisation domain of matrilin
Matrilin_ccoil,PF10393.13,45,A0A6P7TQ51,-,2445,2.9,7.9,12.2,6,6,5,5.70E+03,-2.7,0,21,31,1921,1931,1918,1934,0.62,Trimeric coiled-coil oligomerisation domain of matrilin
Ank_2,PF12796.11,90,A0A6P7TQ94,-,696,1.50E-86,285.2,61.7,1,13,2.00E-07,0.00045,20.9,0,58,89,8,39,2,41,0.87,Ankyrin repeats (3 copies)
Ank_2,PF12796.11,90,A0A6P7TQ94,-,696,1.50E-86,285.2,61.7,2,13,1.20E-09,2.90E-06,28,0.1,28,90,69,146,45,146,0.82,Ankyrin repeats (3 copies)
Ank_2,PF12796.11,90,A0A6P7TQ94,-,696,1.50E-86,285.2,61.7,3,13,3.60E-07,0.00084,20.1,0.1,21,88,108,177,102,179,0.8,Ankyrin repeats (3 copies)
Ank_2,PF12796.11,90,A0A6P7TQ94,-,696,1.50E-86,285.2,61.7,4,13,5.20E-11,1.20E-07,32.4,0.2,3,90,122,212,120,212,0.83,Ankyrin repeats (3 copies)
Ank_2,PF12796.11,90,A0A6P7TQ94,-,696,1.50E-86,285.2,61.7,5,13,5.60E-14,1.30E-10,41.9,0.1,1,87,153,242,153,245,0.86,Ankyrin repeats (3 copies)
Ank_2,PF12796.11,90,A0A6P7TQ94,-,696,1.50E-86,285.2,61.7,6,13,1.20E-12,2.80E-09,37.6,0.6,2,88,187,280,186,282,0.88,Ankyrin repeats (3 copies)
Ank_2,PF12796.11,90,A0A6P7TQ94,-,696,1.50E-86,285.2,61.7,7,13,3.20E-16,7.40E-13,49.1,0.8,1,85,256,356,256,361,0.8,Ankyrin repeats (3 copies)
Ank_2,PF12796.11,90,A0A6P7TQ94,-,696,1.50E-86,285.2,61.7,8,13,4.60E-10,1.10E-06,29.3,0.3,14,89,347,427,345,428,0.81,Ankyrin repeats (3 copies)
Ank_2,PF12796.11,90,A0A6P7TQ94,-,696,1.50E-86,285.2,61.7,9,13,1.10E-12,2.60E-09,37.7,0.4,7,89,374,462,368,463,0.83,Ankyrin repeats (3 copies)
Ank_2,PF12796.11,90,A0A6P7TQ94,-,696,1.50E-86,285.2,61.7,10,13,2.30E-13,5.40E-10,39.9,1.8,14,85,450,525,443,530,0.87,Ankyrin repeats (3 copies)
Ank_2,PF12796.11,90,A0A6P7TQ94,-,696,1.50E-86,285.2,61.7,11,13,9.80E-15,2.30E-11,44.3,1.3,1,76,470,549,470,555,0.9,Ankyrin repeats (3 copies)
Ank_2,PF12796.11,90,A0A6P7TQ94,-,696,1.50E-86,285.2,61.7,12,13,6.60E-11,1.50E-07,32,0.2,1,84,503,595,503,601,0.79,Ankyrin repeats (3 copies)
Ank_2,PF12796.11,90,A0A6P7TQ94,-,696,1.50E-86,285.2,61.7,13,13,0.0012,2.7,8.8,0,20,64,562,608,547,624,0.63,Ankyrin repeats (3 copies)
Ank,PF00023.34,33,A0A6P7TQ94,-,696,4.20E-61,199.6,42.9,1,15,1.30E-10,2.90E-07,30.6,0.1,2,32,10,40,9,41,0.94,Ankyrin repeat
Ank,PF00023.34,33,A0A6P7TQ94,-,696,4.20E-61,199.6,42.9,2,15,1.40E-06,0.0033,17.9,0,3,27,71,95,70,100,0.88,Ankyrin repeat
Ank,PF00023.34,33,A0A6P7TQ94,-,696,4.20E-61,199.6,42.9,3,15,0.012,27,5.6,0.1,2,32,116,146,115,147,0.84,Ankyrin repeat
Ank,PF00023.34,33,A0A6P7TQ94,-,696,4.20E-61,199.6,42.9,4,15,0.0048,11,6.8,0,2,31,149,178,148,180,0.76,Ankyrin repeat
