qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore
comp181731_c0_seq1,tr|A0A0L8GEK7|A0A0L8GEK7_OCTBM,100.0,75,0,0,667,443,1,75,2.74e-33,"122
"
comp53859_c0_seq1,tr|A0A0L8I9H8|A0A0L8I9H8_OCTBM,99.296,284,2,0,228,1079,1,284,0.0,"563
"
comp143581_c1_seq2,tr|A0A0L8H1B3|A0A0L8H1B3_OCTBM,100.0,485,0,0,459,1913,1,485,0.0,"955
"
comp150499_c0_seq1,tr|A0A0L8GV18|A0A0L8GV18_OCTBM,98.462,130,2,0,1,390,96,225,4.83e-93,"269
"
comp150499_c0_seq1,tr|A0A0L8GQ61|A0A0L8GQ61_OCTBM,98.462,130,2,0,1,390,924,1053,1.16e-84,"268
"
comp78345_c0_seq1,tr|A0A0L8GX12|A0A0L8GX12_OCTBM,100.0,150,0,0,398,847,80,229,1.47e-107,"311
"
comp232244_c0_seq1,tr|A0A0L8HY85|A0A0L8HY85_OCTBM,100.0,584,0,0,337,2088,3,586,0.0,"1120
"
comp102850_c0_seq1,tr|A0A0L8H6W6|A0A0L8H6W6_OCTBM,100.0,234,0,0,654,1355,1,234,7.38e-150,"431
"
comp144976_c0_seq7,tr|A0A0L8HVG9|A0A0L8HVG9_OCTBM,99.51,204,1,0,793,1404,145,348,2.28e-103,"328
"
comp153325_c0_seq1,tr|A0A0L8FF30|A0A0L8FF30_OCTBM,100.0,342,0,0,2437,3462,1,342,0.0,"734
"
comp153325_c0_seq1,tr|A0A0L8HB57|A0A0L8HB57_OCTBM,100.0,117,0,0,331,681,1,117,4.17e-76,"246
"
comp153465_c0_seq3,tr|A0A0L8FMG7|A0A0L8FMG7_OCTBM,99.363,314,2,0,1519,2460,38,351,0.0,"582
"
comp153465_c0_seq3,tr|A0A0L8FMC0|A0A0L8FMC0_OCTBM,100.0,118,0,0,1168,1521,152,269,1.18e-70,"240
"
comp163282_c0_seq10,tr|A0A0L8G5A0|A0A0L8G5A0_OCTBM,98.787,742,1,2,4378,6600,4,738,0.0,"1399
"
comp163282_c0_seq10,tr|A0A0L8G5P8|A0A0L8G5P8_OCTBM,97.674,215,5,0,3685,4329,1,215,7.3e-141,"437
"
comp163282_c0_seq10,tr|A0A0L8G591|A0A0L8G591_OCTBM,100.0,175,0,0,316,840,1,175,3.69e-115,"361
"
comp163282_c0_seq10,tr|A0A0L8G596|A0A0L8G596_OCTBM,97.727,132,3,0,2488,2883,16,147,1.99e-79,"268
"
comp163282_c0_seq10,tr|A0A0L8G595|A0A0L8G595_OCTBM,100.0,148,0,0,3241,3684,1,148,3.85e-56,"191
"
comp99728_c0_seq1,tr|A0A0L8I5Y3|A0A0L8I5Y3_OCTBM,100.0,256,0,0,568,1335,5,260,4.01e-160,"465
"
comp144400_c0_seq1,tr|A0A0L8GEE8|A0A0L8GEE8_OCTBM,98.364,489,8,0,309,1775,1,489,0.0,"844
"
comp100232_c0_seq1,tr|A0A0L8H2V8|A0A0L8H2V8_OCTBM,100.0,84,0,0,522,773,5,88,2.88e-49,"174
"
comp162750_c0_seq12,tr|A0A0L8HR21|A0A0L8HR21_OCTBM,100.0,260,0,0,395,1174,1,260,3.17e-171,"494
"
comp302173_c0_seq1,tr|A0A0L8HSQ2|A0A0L8HSQ2_OCTBM,100.0,51,0,0,192,344,1,51,1.07e-28,"106
"
comp142678_c0_seq1,tr|A0A0L8GBA9|A0A0L8GBA9_OCTBM,97.79,905,1,1,41,2755,1,886,0.0,"1588
"
comp167023_c0_seq1,tr|A0A0L8HDP4|A0A0L8HDP4_OCTBM,100.0,358,0,0,966,2039,262,619,0.0,"746
"
comp160278_c0_seq12,tr|A0A0L8I1W4|A0A0L8I1W4_OCTBM,97.021,235,7,0,1158,1862,74,308,6.05e-158,"470
"
comp160278_c0_seq12,tr|A0A0L8I1W4|A0A0L8I1W4_OCTBM,97.674,129,3,0,739,1125,1,129,3.84e-79,"261
"
comp160278_c0_seq12,tr|A0A0L8FFG7|A0A0L8FFG7_OCTBM,100.0,68,0,0,532,735,1,68,1.93e-40,"142
"
comp161054_c0_seq2,tr|A0A0L8HBG2|A0A0L8HBG2_OCTBM,99.89,908,1,0,225,2948,1,908,0.0,"1673
"
comp161054_c0_seq2,tr|A0A0L8HBG2|A0A0L8HBG2_OCTBM,98.851,87,1,0,2933,3193,904,990,8.23e-38,"153
"
comp159695_c0_seq3,tr|A0A0L8IA78|A0A0L8IA78_OCTBM,100.0,486,0,0,1593,136,4,489,0.0,"879
"
comp159695_c0_seq3,tr|A0A0L8I9X4|A0A0L8I9X4_OCTBM,100.0,170,0,0,1903,2412,1,170,1.84e-82,"263
"
comp163285_c0_seq1,tr|A0A0L8G1B8|A0A0L8G1B8_OCTBM,100.0,625,0,0,2201,4075,1,625,0.0,"1281
"
comp163285_c0_seq1,tr|A0A0L8H1R8|A0A0L8H1R8_OCTBM,100.0,513,0,0,4073,5611,439,951,0.0,"1087
"
comp139758_c0_seq1,tr|A0A0L8I904|A0A0L8I904_OCTBM,95.522,201,9,0,499,1101,6,206,1.62e-112,"337
"
comp139758_c0_seq1,tr|A0A0L8I937|A0A0L8I937_OCTBM,100.0,98,0,0,139,432,1,98,5.02e-59,"193
"
comp644406_c0_seq1,tr|A0A0L8FSC0|A0A0L8FSC0_OCTBM,99.237,131,1,0,270,662,18,148,1.69e-72,"219
"
comp644406_c0_seq1,tr|A0A0L8GWV1|A0A0L8GWV1_OCTBM,100.0,90,0,0,3,272,363,452,9.75e-50,"170
"
comp163353_c1_seq5,tr|A0A0L8G5C3|A0A0L8G5C3_OCTBM,100.0,1476,0,0,1724,6151,1,1476,0.0,"2887
"
comp163353_c1_seq5,tr|A0A0L8G6M4|A0A0L8G6M4_OCTBM,98.529,68,1,0,495,698,1,68,3.66e-12,"63.5
"
comp143375_c0_seq3,tr|A0A0L8IE18|A0A0L8IE18_OCTBM,100.0,75,0,0,810,1034,1,75,2.64e-47,"158
"
comp143375_c0_seq3,tr|A0A0L8IE12|A0A0L8IE12_OCTBM,100.0,55,0,0,80,244,1,55,5.83e-25,"97.1
"
comp172429_c0_seq1,tr|A0A0L8IHN7|A0A0L8IHN7_OCTBM,99.757,411,1,0,623,1855,1,411,0.0,"757
"
comp132225_c0_seq1,tr|A0A0L8HPP2|A0A0L8HPP2_OCTBM,100.0,384,0,0,244,1395,1,384,0.0,"798
"
comp459302_c0_seq1,tr|A0A0L8G7V6|A0A0L8G7V6_OCTBM,100.0,170,0,0,2,511,238,407,1.7e-121,"353
"
comp251443_c0_seq1,tr|A0A0L8HB75|A0A0L8HB75_OCTBM,100.0,229,0,0,273,959,1,229,8.55e-155,"434
"
comp102961_c0_seq1,tr|A0A0L8IAG6|A0A0L8IAG6_OCTBM,100.0,216,0,0,1196,1843,1,216,2.27e-140,"417
"
comp152381_c0_seq7,tr|A0A0L8IG36|A0A0L8IG36_OCTBM,100.0,240,0,0,25,744,47,286,0.0,"509
"
comp149842_c1_seq2,tr|A0A0L8I6T0|A0A0L8I6T0_OCTBM,100.0,190,0,0,919,350,1,190,2.58e-136,"391
"
comp149842_c1_seq2,tr|A0A0L8I5F4|A0A0L8I5F4_OCTBM,100.0,90,0,0,1124,1393,1,90,2.74e-57,"184
"
comp102622_c0_seq1,tr|A0A0L8I6H1|A0A0L8I6H1_OCTBM,100.0,342,0,0,146,1171,1,342,0.0,"595
"
comp106327_c0_seq1,tr|A0A0L8GX41|A0A0L8GX41_OCTBM,100.0,192,0,0,2952,3527,1,192,1.65e-132,"404
"
comp106327_c0_seq1,tr|A0A0L8GWQ3|A0A0L8GWQ3_OCTBM,100.0,33,0,0,203,301,1,33,6.89e-15,"68.9
"
comp163652_c4_seq5,tr|A0A0L8HUL1|A0A0L8HUL1_OCTBM,100.0,317,0,0,285,1235,1,317,0.0,"632
"
comp79481_c0_seq1,tr|A0A0L8HRV7|A0A0L8HRV7_OCTBM,100.0,183,0,0,123,671,1,183,1.95e-119,"338
"
comp167257_c0_seq1,tr|A0A0L8GY90|A0A0L8GY90_OCTBM,100.0,282,0,0,304,1149,1,282,0.0,"591
"
comp77798_c1_seq1,tr|A0A0L8IAM3|A0A0L8IAM3_OCTBM,100.0,210,0,0,162,791,1,210,7.74e-157,"437
"
comp140713_c0_seq1,tr|A0A0L8HFQ2|A0A0L8HFQ2_OCTBM,100.0,396,0,0,702,1889,1,396,0.0,"814
"
comp151718_c0_seq2,tr|A0A0L8HKR2|A0A0L8HKR2_OCTBM,99.024,205,2,0,97,711,1,205,4.89e-148,"419
"
comp157509_c0_seq1,tr|A0A0L8G8U6|A0A0L8G8U6_OCTBM,95.21,689,0,1,1954,3921,1,689,0.0,"1241
"
comp3520664_c0_seq1,tr|A0A0L8IA26|A0A0L8IA26_OCTBM,97.826,92,2,0,86,361,64,155,1.13e-62,"205
"
comp131729_c0_seq1,tr|A0A0L8ICK7|A0A0L8ICK7_OCTBM,100.0,256,0,0,67,834,1,256,0.0,"528
"
comp128222_c0_seq1,tr|A0A0L8HY15|A0A0L8HY15_OCTBM,99.678,311,1,0,68,1000,1,311,0.0,"645
"
comp163018_c0_seq1,tr|A0A0L8FS30|A0A0L8FS30_OCTBM,100.0,338,0,0,315,1328,1,338,0.0,"620
"
comp117012_c0_seq1,tr|A0A0L8GG75|A0A0L8GG75_OCTBM,99.798,494,1,0,1,1482,777,1270,0.0,"931
"
comp161182_c3_seq1,tr|A0A0L8GJZ5|A0A0L8GJZ5_OCTBM,100.0,650,0,0,177,2126,906,1555,0.0,"1307
"
comp133931_c0_seq1,tr|A0A0L8H7R4|A0A0L8H7R4_OCTBM,99.856,693,1,0,346,2424,1,693,0.0,"1368
"
comp154291_c0_seq2,tr|A0A0L8GAW5|A0A0L8GAW5_OCTBM,99.721,359,1,0,305,1381,4,362,0.0,"701
"
comp154291_c0_seq2,tr|A0A0L8GAL8|A0A0L8GAL8_OCTBM,99.338,151,1,0,1643,2095,1,151,1.43e-59,"199
"
comp130490_c0_seq2,tr|A0A0L8HXX7|A0A0L8HXX7_OCTBM,99.755,408,1,0,510,1733,1,408,0.0,"842
"
comp99721_c0_seq1,tr|A0A0L8I5U6|A0A0L8I5U6_OCTBM,100.0,631,0,0,41,1933,1,631,0.0,"1253
"
comp163060_c0_seq2,tr|A0A0L8FJ25|A0A0L8FJ25_OCTBM,100.0,100,0,0,153,452,1,100,5.4e-57,"184
"
comp163060_c0_seq2,tr|A0A0L8FSA8|A0A0L8FSA8_OCTBM,100.0,45,0,0,1228,1362,8,52,6.26e-25,"96.7
"
comp159874_c0_seq2,tr|A0A0L8H8T7|A0A0L8H8T7_OCTBM,100.0,214,0,0,1812,2453,1,214,2.03e-150,"442
"
comp159874_c0_seq2,tr|A0A0L8HA96|A0A0L8HA96_OCTBM,100.0,87,0,0,263,523,1,87,4.63e-53,"179
"
comp154817_c0_seq1,tr|A0A0L8FW19|A0A0L8FW19_OCTBM,100.0,739,0,0,2470,4686,38,776,0.0,"1550
"
comp154817_c0_seq1,tr|A0A0L8FHV7|A0A0L8FHV7_OCTBM,100.0,104,0,0,22,333,169,272,5.08e-53,"187
"
comp158121_c0_seq2,tr|A0A0L8G099|A0A0L8G099_OCTBM,100.0,294,0,0,251,1132,1,294,0.0,"608
"
comp77079_c0_seq1,tr|A0A0L8HYI9|A0A0L8HYI9_OCTBM,99.355,155,1,0,850,1314,7,161,1.12e-104,"317
"
comp77079_c0_seq1,tr|A0A0L8HYF1|A0A0L8HYF1_OCTBM,100.0,43,0,0,157,285,12,54,2.62e-22,"89.0
"
comp161790_c0_seq5,tr|A0A0L8I2L0|A0A0L8I2L0_OCTBM,100.0,99,0,0,1114,1410,1,99,1.3e-67,"211
"
comp161790_c0_seq5,tr|A0A0L8I1A0|A0A0L8I1A0_OCTBM,96.078,51,2,0,559,711,1,51,1.03e-30,"112
"
comp162852_c0_seq1,tr|A0A0L8HW77|A0A0L8HW77_OCTBM,99.394,495,2,1,1372,2853,2,496,0.0,"883
"
comp162852_c0_seq1,tr|A0A0L8HV16|A0A0L8HV16_OCTBM,100.0,362,0,0,73,1158,1,362,0.0,"695
"
comp162955_c0_seq3,tr|A0A0L8HHU3|A0A0L8HHU3_OCTBM,98.013,604,1,2,260,2068,24,617,0.0,"1197
"
comp162955_c0_seq3,tr|A0A0L8GVB4|A0A0L8GVB4_OCTBM,100.0,75,0,0,2407,2631,1,75,1.74e-45,"157
"
comp232517_c0_seq1,tr|A0A0L8HFM2|A0A0L8HFM2_OCTBM,100.0,348,0,0,30,1073,1,348,0.0,"628
"
comp244415_c0_seq1,tr|A0A0L8GET4|A0A0L8GET4_OCTBM,100.0,67,0,0,3,203,49,115,1.1e-41,"139
"
comp322845_c0_seq1,tr|A0A0L8H736|A0A0L8H736_OCTBM,100.0,99,0,0,2,298,470,568,7.76e-64,"205
"
comp162908_c0_seq2,tr|A0A0L8HZC8|A0A0L8HZC8_OCTBM,100.0,598,0,0,528,2321,1,598,0.0,"830
"
comp162908_c0_seq2,tr|A0A0L8HZC8|A0A0L8HZC8_OCTBM,100.0,412,0,0,2319,3554,692,1103,0.0,"707
"
comp151689_c0_seq2,tr|A0A0L8HB56|A0A0L8HB56_OCTBM,100.0,366,0,0,707,1804,1,366,0.0,"674
"
comp164345_c2_seq1,tr|A0A0L8G1R2|A0A0L8G1R2_OCTBM,100.0,120,0,0,421,780,1,120,5.34e-84,"247
"
comp699287_c0_seq1,tr|A0A0L8GXJ8|A0A0L8GXJ8_OCTBM,100.0,153,0,0,33,491,1,153,6.2e-93,"281
"
comp322887_c0_seq1,tr|A0A0L8GXL3|A0A0L8GXL3_OCTBM,99.153,118,1,0,1,354,115,232,5.97e-81,"241
"
comp136467_c0_seq1,tr|A0A0L8HXJ5|A0A0L8HXJ5_OCTBM,100.0,625,0,0,479,2353,1,625,0.0,"1226
"
comp73517_c0_seq1,tr|A0A0L8FLN8|A0A0L8FLN8_OCTBM,100.0,179,0,0,56,592,207,385,3.25e-121,"348
"
comp130202_c0_seq1,tr|A0A0L8GGL6|A0A0L8GGL6_OCTBM,100.0,477,0,0,144,1574,1,477,0.0,"859
"
comp140241_c0_seq2,tr|A0A0L8HEA2|A0A0L8HEA2_OCTBM,100.0,179,0,0,68,604,417,595,3.78e-127,"370
"
comp173274_c0_seq1,tr|A0A0L8HDN3|A0A0L8HDN3_OCTBM,100.0,199,0,0,120,716,1,199,4.71e-148,"412
"
comp70668_c0_seq1,tr|A0A0L8FPF0|A0A0L8FPF0_OCTBM,100.0,135,0,0,654,1058,1,135,5.29e-92,"280
"
comp70668_c0_seq1,tr|A0A0L8FHI4|A0A0L8FHI4_OCTBM,100.0,111,0,0,300,632,2,112,1.92e-74,"233
"
comp70668_c0_seq1,tr|A0A0L8FHM6|A0A0L8FHM6_OCTBM,100.0,59,0,0,3,179,283,341,3.66e-14,"73.9
"
comp106595_c0_seq1,tr|A0A0L8IDK6|A0A0L8IDK6_OCTBM,99.443,359,2,0,811,1887,1,359,0.0,"738
"
comp144245_c0_seq1,tr|A0A0L8HAC8|A0A0L8HAC8_OCTBM,100.0,592,0,0,1044,2819,1,592,0.0,"1155
"
comp152913_c0_seq4,tr|A0A0L8HSL9|A0A0L8HSL9_OCTBM,100.0,650,0,0,96,2045,1,650,0.0,"1134
"
comp166127_c0_seq2,tr|A0A0L8GLN5|A0A0L8GLN5_OCTBM,99.761,4609,3,1,98,13900,1,4609,0.0,"9197
"
comp150722_c0_seq1,tr|A0A0L8GK25|A0A0L8GK25_OCTBM,100.0,135,0,0,410,814,19,153,1.93e-94,"283
"
comp150722_c0_seq1,tr|A0A0L8FLM5|A0A0L8FLM5_OCTBM,100.0,61,0,0,176,358,1,61,2.24e-36,"129
"
comp157321_c0_seq1,tr|A0A0L8GIE4|A0A0L8GIE4_OCTBM,100.0,320,0,0,2,961,508,827,0.0,"629
"
comp132337_c0_seq1,tr|A0A0L8GWH5|A0A0L8GWH5_OCTBM,100.0,211,0,0,272,904,1,211,3.47e-158,"441
"
comp152294_c0_seq1,tr|A0A0L8GTD8|A0A0L8GTD8_OCTBM,99.905,1050,1,0,28,3177,1015,2064,0.0,"2026
"
comp66806_c0_seq1,tr|A0A0L8GKS8|A0A0L8GKS8_OCTBM,99.813,536,1,0,217,1824,1,536,0.0,"1048
"
comp160653_c0_seq1,tr|A0A0L8H5R1|A0A0L8H5R1_OCTBM,100.0,452,0,0,516,1871,1,452,0.0,"971
"
comp159064_c0_seq15,tr|A0A0L8I2X5|A0A0L8I2X5_OCTBM,99.602,251,1,0,194,946,1,251,8.13e-143,"444
"
comp159064_c0_seq15,tr|A0A0L8I2X5|A0A0L8I2X5_OCTBM,96.703,91,3,0,2963,3235,289,379,3.68e-54,"194
"
comp159064_c0_seq15,tr|A0A0L8I2X5|A0A0L8I2X5_OCTBM,100.0,43,0,0,1243,1371,251,293,1.03e-19,"92.8
"
comp165774_c0_seq6,tr|A0A0L8FLV7|A0A0L8FLV7_OCTBM,99.408,338,2,0,2,1015,46,383,0.0,"651
"
comp165774_c0_seq6,tr|A0A0L8FLX6|A0A0L8FLX6_OCTBM,100.0,79,0,0,2366,2602,399,477,4.53e-46,"172
"
comp165609_c0_seq2,tr|A0A0L8GRX7|A0A0L8GRX7_OCTBM,99.777,449,1,0,68,1414,67,515,0.0,"833
"
comp135763_c0_seq3,tr|A0A0L8FN40|A0A0L8FN40_OCTBM,99.485,194,1,0,463,1044,1,194,3.59e-109,"322
"
comp105369_c1_seq1,tr|A0A0L8IFC7|A0A0L8IFC7_OCTBM,100.0,154,0,0,71,532,712,865,2.59e-97,"299
"
comp105458_c0_seq2,tr|A0A0L8FID7|A0A0L8FID7_OCTBM,100.0,471,0,0,89,1501,1,471,0.0,"850
"
comp71693_c0_seq2,tr|A0A0L8HRZ9|A0A0L8HRZ9_OCTBM,100.0,414,0,0,1288,2529,1,414,0.0,"832
"
comp71693_c0_seq2,tr|A0A0L8FH88|A0A0L8FH88_OCTBM,98.378,185,3,0,745,1299,1,185,1.94e-125,"380
"
comp147293_c0_seq1,tr|A0A0L8G0N4|A0A0L8G0N4_OCTBM,100.0,734,0,0,523,2724,1,734,0.0,"1535
"
comp164651_c0_seq4,tr|A0A0L8HQN3|A0A0L8HQN3_OCTBM,100.0,144,0,0,364,795,1,144,5.42e-65,"245
"
comp164651_c0_seq4,tr|A0A0L8HP79|A0A0L8HP79_OCTBM,97.222,36,1,0,5917,6024,8,43,2.83e-14,"74.3
"
comp104640_c0_seq1,tr|A0A0L8HPL6|A0A0L8HPL6_OCTBM,100.0,244,0,0,23,754,170,413,2.92e-172,"491
"
comp79393_c0_seq1,tr|A0A0L8G7B8|A0A0L8G7B8_OCTBM,99.818,549,1,0,223,1869,1,549,0.0,"1154
"
comp79393_c0_seq1,tr|A0A0L8FNT3|A0A0L8FNT3_OCTBM,100.0,392,0,0,1870,3045,16,407,0.0,"765
"
comp162204_c2_seq1,tr|A0A0L8FMD7|A0A0L8FMD7_OCTBM,99.367,158,1,0,835,1308,1,158,3.88e-100,"306
"
comp162204_c2_seq1,tr|A0A0L8IBQ2|A0A0L8IBQ2_OCTBM,100.0,104,0,0,1306,1617,24,127,5.25e-67,"218
"
comp162204_c2_seq1,tr|A0A0L8GF58|A0A0L8GF58_OCTBM,100.0,87,0,0,571,831,8,94,2.86e-56,"187
"
comp162312_c4_seq12,tr|A0A0L8GEC7|A0A0L8GEC7_OCTBM,100.0,615,0,0,55,1899,1,615,0.0,"1229
"
comp136459_c0_seq1,tr|A0A0L8FVE9|A0A0L8FVE9_OCTBM,100.0,230,0,0,345,1034,1,230,4.62e-170,"472
"
comp184962_c0_seq1,tr|A0A0L8GTK1|A0A0L8GTK1_OCTBM,100.0,316,0,0,527,1474,1,316,0.0,"648
"
comp161943_c0_seq4,tr|A0A0L8HJG9|A0A0L8HJG9_OCTBM,100.0,730,0,0,140,2329,1,730,0.0,"1330
"
comp152877_c0_seq1,tr|A0A0L8I7S9|A0A0L8I7S9_OCTBM,99.523,419,2,0,2,1258,98,516,0.0,"824
"
comp154335_c0_seq1,tr|A0A0L8FIV7|A0A0L8FIV7_OCTBM,100.0,434,0,0,439,1740,1,434,0.0,"804
"
comp151623_c0_seq1,tr|A0A0L8GBX2|A0A0L8GBX2_OCTBM,99.645,564,2,0,241,1932,21,584,0.0,"1008
"
comp151623_c0_seq1,tr|A0A0L8GAY7|A0A0L8GAY7_OCTBM,95.652,69,3,0,52,258,336,404,2.14e-27,"114
"
comp158191_c1_seq1,tr|A0A0L8HE73|A0A0L8HE73_OCTBM,100.0,862,0,0,242,2827,367,1228,0.0,"1694
"
comp1229853_c0_seq1,tr|A0A0L8FNY5|A0A0L8FNY5_OCTBM,100.0,256,0,0,614,1381,1,256,2.99e-128,"372
"
comp162219_c0_seq1,tr|A0A0L8FJ36|A0A0L8FJ36_OCTBM,100.0,190,0,0,221,790,1,190,4.59e-127,"374
"
comp162219_c0_seq1,tr|A0A0L8FJR0|A0A0L8FJR0_OCTBM,95.455,22,1,0,29,94,658,679,2.78e-06,"50.4
"
comp163998_c1_seq1,tr|A0A0L8IBW2|A0A0L8IBW2_OCTBM,100.0,74,0,0,328,549,1,74,2.26e-46,"155
"
comp148236_c0_seq1,tr|A0A0L8FLQ1|A0A0L8FLQ1_OCTBM,100.0,384,0,0,149,1300,1,384,0.0,"694
"
comp144727_c0_seq5,tr|A0A0L8GY21|A0A0L8GY21_OCTBM,99.863,730,1,0,475,2664,1,730,0.0,"1471
"
comp141895_c0_seq1,tr|A0A0L8I0T1|A0A0L8I0T1_OCTBM,100.0,112,0,0,434,769,36,147,1.55e-71,"232
"
comp97885_c0_seq1,tr|A0A0L8H8S7|A0A0L8H8S7_OCTBM,100.0,331,0,0,602,1594,39,369,0.0,"627
"
comp150811_c0_seq1,tr|A0A0L8FI30|A0A0L8FI30_OCTBM,99.786,468,1,0,559,1962,4,471,0.0,"891
"
comp150811_c0_seq1,tr|A0A0L8HZ41|A0A0L8HZ41_OCTBM,100.0,359,0,0,2052,3128,1,359,0.0,"752
"
comp1016484_c0_seq1,tr|A0A0L8GZA5|A0A0L8GZA5_OCTBM,100.0,129,0,0,2,388,229,357,1.21e-88,"263
"
comp152286_c0_seq1,tr|A0A0L8HNB9|A0A0L8HNB9_OCTBM,100.0,366,0,0,467,1564,1,366,0.0,"760
"
comp170187_c0_seq1,tr|A0A0L8G3A7|A0A0L8G3A7_OCTBM,100.0,148,0,0,50,493,1,148,1.4e-107,"304
"
comp150256_c0_seq1,tr|A0A0L8HVV4|A0A0L8HVV4_OCTBM,96.429,84,3,0,3,254,313,396,3.75e-51,"168
"
comp186427_c0_seq1,tr|A0A0L8I658|A0A0L8I658_OCTBM,98.889,90,1,0,2,271,325,414,2.76e-56,"193
"
comp106613_c0_seq1,tr|A0A0L8IG78|A0A0L8IG78_OCTBM,99.306,720,5,0,1236,3395,6,725,0.0,"1454
"
comp106613_c0_seq1,tr|A0A0L8IF20|A0A0L8IF20_OCTBM,100.0,147,0,0,810,1250,1,147,3.84e-61,"205
"
comp156880_c0_seq1,tr|A0A0L8I063|A0A0L8I063_OCTBM,100.0,113,0,0,313,651,1,113,3.99e-72,"230
"
comp134801_c0_seq1,tr|A0A0L8FJQ4|A0A0L8FJQ4_OCTBM,100.0,500,0,0,62,1561,1,500,0.0,"986
"
comp134801_c0_seq1,tr|A0A0L8FJM2|A0A0L8FJM2_OCTBM,98.765,81,1,0,1673,1915,1,81,1.52e-51,"175
"
comp217904_c0_seq1,tr|A0A0L8IA80|A0A0L8IA80_OCTBM,100.0,181,0,0,50,592,169,349,8.85e-93,"278
"
comp81920_c0_seq1,tr|A0A0L8FFG5|A0A0L8FFG5_OCTBM,100.0,421,0,0,300,1562,1,421,0.0,"833
"
comp101578_c0_seq1,tr|A0A0L8FIU8|A0A0L8FIU8_OCTBM,100.0,1059,0,0,482,3658,1,1059,0.0,"1968
"
comp154420_c0_seq1,tr|A0A0L8HNV5|A0A0L8HNV5_OCTBM,100.0,2019,0,0,309,6365,1,2019,0.0,"3650
"
comp159052_c0_seq3,tr|A0A0L8HD26|A0A0L8HD26_OCTBM,97.603,292,1,1,661,1536,41,326,8.43e-177,"514
"
comp159052_c0_seq3,tr|A0A0L8HD26|A0A0L8HD26_OCTBM,100.0,41,0,0,402,524,1,41,4.92e-18,"85.9
"
comp142122_c0_seq2,tr|A0A0L8H7M9|A0A0L8H7M9_OCTBM,100.0,122,0,0,145,510,1,122,8.37e-83,"260
"
comp97624_c0_seq2,tr|A0A0L8H7R1|A0A0L8H7R1_OCTBM,95.294,850,1,1,3,2552,583,1393,0.0,"1556
"
comp162887_c0_seq1,tr|A0A0L8G376|A0A0L8G376_OCTBM,99.435,177,1,0,645,1175,29,205,1.88e-107,"315
"
comp151912_c0_seq1,tr|A0A0L8HMG8|A0A0L8HMG8_OCTBM,100.0,515,0,0,72,1616,1,515,0.0,"953
"
comp151912_c0_seq1,tr|A0A0L8HU00|A0A0L8HU00_OCTBM,100.0,66,0,0,1707,1904,1,66,3.26e-41,"144
"
comp153951_c0_seq1,tr|A0A0L8HR07|A0A0L8HR07_OCTBM,100.0,638,0,0,206,2119,1,638,0.0,"1259
"
comp86588_c0_seq1,tr|A0A0L8G4P6|A0A0L8G4P6_OCTBM,100.0,342,0,0,50,1075,1,342,0.0,"708
"
comp151699_c0_seq1,tr|A0A0L8HKT8|A0A0L8HKT8_OCTBM,100.0,813,0,0,2,2440,181,993,0.0,"1419
"
comp169273_c0_seq1,tr|A0A0L8IHM5|A0A0L8IHM5_OCTBM,100.0,143,0,0,322,750,1,143,9.34e-101,"293
"
comp150137_c0_seq2,tr|A0A0L8FL12|A0A0L8FL12_OCTBM,99.903,1031,1,0,555,3647,1,1031,0.0,"1894
"
comp150137_c0_seq2,tr|A0A0L8FL55|A0A0L8FL55_OCTBM,96.0,100,4,0,231,530,1,100,3.07e-35,"131
"
comp135117_c0_seq1,tr|A0A0L8HCS8|A0A0L8HCS8_OCTBM,100.0,39,0,0,118,2,1,39,5.29e-19,"81.3
"
comp159083_c0_seq1,tr|A0A0L8I3E5|A0A0L8I3E5_OCTBM,100.0,234,0,0,163,864,1,234,1.33e-177,"498
"
comp153349_c0_seq1,tr|A0A0L8GNQ0|A0A0L8GNQ0_OCTBM,100.0,288,0,0,381,1244,1,288,0.0,"603
"
comp153349_c0_seq1,tr|A0A0L8GNE9|A0A0L8GNE9_OCTBM,100.0,43,0,0,256,128,11,53,9.54e-22,"87.4
"
comp165384_c0_seq1,tr|A0A0L8GUX2|A0A0L8GUX2_OCTBM,99.774,443,1,0,998,2326,1,443,0.0,"882
"
comp165384_c0_seq1,tr|A0A0L8H155|A0A0L8H155_OCTBM,100.0,107,0,0,3698,4018,42,148,1.46e-65,"218
"
comp165384_c0_seq1,tr|A0A0L8GW61|A0A0L8GW61_OCTBM,99.0,100,1,0,2324,2623,6,105,3.23e-63,"209
"
comp165384_c0_seq1,tr|A0A0L8GVJ7|A0A0L8GVJ7_OCTBM,100.0,80,0,0,2621,2860,1,80,3.46e-49,"168
"
comp161745_c0_seq2,tr|A0A0L8FT83|A0A0L8FT83_OCTBM,99.585,241,1,0,837,1559,7,247,3.81e-153,"437
"
comp161745_c0_seq2,tr|A0A0L8GS75|A0A0L8GS75_OCTBM,99.479,192,1,0,267,842,1,192,1.65e-136,"394
"
comp161852_c2_seq1,tr|A0A0L8FLH8|A0A0L8FLH8_OCTBM,100.0,260,0,0,687,1466,1,260,0.0,"531
"
comp85825_c0_seq1,tr|A0A0L8GGJ2|A0A0L8GGJ2_OCTBM,99.029,309,3,0,889,1815,30,338,0.0,"642
"
